Measure,Time,Time_type,Ethnicity,Ethnicity_type,Gender,Gender_type,Age Bracket,Age Bracket Type,Value,Denominator,Numerator,Upper bound,Lower bound,Note
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.106,426,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Male,Male/Female,16+,Labour force age brackets,0.132,1886,,,,
Unemployment in the labour force,2011,Year,All,All,Male,Male/Female,16+,Labour force age brackets,0.087,16694,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.067,12927,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.177,434,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.159,142,,,,
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.11,329,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.207,159,,,,
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.089,69,,,,Small sample size
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.111,342,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Female,Male/Female,16+,Labour force age brackets,0.144,1475,,,,
Unemployment in the labour force,2011,Year,All,All,Female,Male/Female,16+,Labour force age brackets,0.075,14410,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.202,4067,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.449,116,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.31,74,,,,
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.242,94,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.339,98,,,,
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.232,81,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,,All,16-24,Labour force age brackets,0.319,478,,,,
Unemployment in the labour force,2011,Year,All,All,,All,16-24,Labour force age brackets,0.214,4547,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.228,2127,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.494,56,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.383,35,,,,
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.229,53,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.345,57,,,,
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.264,42,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Male,Male/Female,16-24,Labour force age brackets,0.338,251,,,,
Unemployment in the labour force,2011,Year,All,All,Male,Male/Female,16-24,Labour force age brackets,0.239,2379,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.162,1940,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.414,59,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.208,38,,,,Small sample size
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.186,41,,,,Small sample size
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.267,42,,,,Small sample size
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.143,39,,,,Small sample size
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Female,Male/Female,16-24,Labour force age brackets,0.248,227,,,,
Unemployment in the labour force,2011,Year,All,All,Female,Male/Female,16-24,Labour force age brackets,0.17,2168,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.057,15676,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.166,579,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.115,166,,,,
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.077,535,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.106,402,,,,
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.065,91,,,,Small sample size
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.094,578,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,,All,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,,All,25-49,Labour force age brackets,0.11,2352,,,,
Unemployment in the labour force,2011,Year,All,All,,All,25-49,Labour force age brackets,0.064,18039,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.059,8307,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.18,284,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.094,79,,,,
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.059,307,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.084,291,,,,
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.087,322,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Male,Male/Female,25-49,Labour force age brackets,0.099,1324,,,,
Unemployment in the labour force,2011,Year,All,All,Male,Male/Female,25-49,Labour force age brackets,0.064,9636,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.055,7368,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.153,295,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.135,87,,,,
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.102,228,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.16,112,,,,
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.102,256,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Female,Male/Female,25-49,Labour force age brackets,0.124,1029,,,,
Unemployment in the labour force,2011,Year,All,All,Female,Male/Female,25-49,Labour force age brackets,0.064,8402,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.046,7135,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.125,145,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.06,147,,,,
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.135,42,,,,Small sample size
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.12,* *,,,,Small sample size
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,,All,50-64,Labour force age brackets,0.091,100,,,,
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,,All,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,,All,50-64,Labour force age brackets,0.095,496,,,,
Unemployment in the labour force,2011,Year,All,All,,All,50-64,Labour force age brackets,0.049,7636,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.057,3852,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.153,70,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.072,89,,,,Small sample size
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.117,36,,,,Small sample size
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,0.096,56,,,,Small sample size
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Male,Male/Female,50-64,Labour force age brackets,0.103,289,,,,
Unemployment in the labour force,2011,Year,All,All,Male,Male/Female,50-64,Labour force age brackets,0.06,4146,,,,
Unemployment in the labour force,2011,Year,White,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.034,3282,,,,
Unemployment in the labour force,2011,Year,Black,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.098,74,,,,
Unemployment in the labour force,2011,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Indian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,0.085,44,,,,Small sample size
Unemployment in the labour force,2011,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,50-64,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2011,Year,Ethnic Minority,White and other,Female,Male/Female,50-64,Labour force age brackets,0.083,207,,,,
Unemployment in the labour force,2011,Year,All,All,Female,Male/Female,50-64,Labour force age brackets,0.037,3491,,,,
Unemployment in the labour force,2011,Year,White,White and other,,All,16+,Labour force age brackets,0.075,27726,,,,
Unemployment in the labour force,2011,Year,White,White and other,Male,Male/Female,16+,Labour force age brackets,0.081,14799,,,,
Unemployment in the labour force,2011,Year,White,White and other,Female,Male/Female,16+,Labour force age brackets,0.067,12927,,,,
Unemployment in the labour force,2011,Year,White,White and other,,All,16-24,Labour force age brackets,0.202,4067,,,,
Unemployment in the labour force,2011,Year,White,White and other,Male,Male/Female,16-24,Labour force age brackets,0.228,2127,,,,
Unemployment in the labour force,2011,Year,White,White and other,Female,Male/Female,16-24,Labour force age brackets,0.162,1940,,,,
Unemployment in the labour force,2011,Year,White,White and other,,All,25-49,Labour force age brackets,0.057,15676,,,,
Unemployment in the labour force,2011,Year,White,White and other,Male,Male/Female,25-49,Labour force age brackets,0.059,8307,,,,
Unemployment in the labour force,2011,Year,White,White and other,Female,Male/Female,25-49,Labour force age brackets,0.055,7368,,,,
Unemployment in the labour force,2011,Year,White,White and other,,All,50-64,Labour force age brackets,0.046,7135,,,,
Unemployment in the labour force,2011,Year,White,White and other,Male,Male/Female,50-64,Labour force age brackets,0.057,3852,,,,
Unemployment in the labour force,2011,Year,White,White and other,Female,Male/Female,50-64,Labour force age brackets,0.034,3282,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.073,27887,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.166,842,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.154,303,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.094,832,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.169,581,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.11,137,,,,
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.102,331,,,,
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,,All,16+,Labour force age brackets,0.132,473,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,,All,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,,All,16+,Labour force age brackets,0.135,3500,,,,
Unemployment in the labour force,2012,Year,All,All,,All,16+,Labour force age brackets,0.08,31401,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.078,14879,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.192,425,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.137,145,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.082,476,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.13,386,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.117,67,,,,Small sample size
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.09,181,,,,
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,0.122,283,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Male,Male/Female,16+,Labour force age brackets,0.127,1962,,,,
Unemployment in the labour force,2012,Year,All,All,Male,Male/Female,16+,Labour force age brackets,0.084,16847,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.067,13009,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.139,418,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.17,158,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.11,356,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.246,195,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.103,71,,,,
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.117,149,,,,
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,0.147,190,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16+,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Female,Male/Female,16+,Labour force age brackets,0.146,1538,,,,
Unemployment in the labour force,2012,Year,All,All,Female,Male/Female,16+,Labour force age brackets,0.075,14553,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.199,4078,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.444,111,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.259,95,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.282,96,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.345,114,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.302,16,,,,Small sample size
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.278,37,,,,
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,,All,16-24,Labour force age brackets,0.312,52,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,,All,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,,All,16-24,Labour force age brackets,0.329,522,,,,
Unemployment in the labour force,2012,Year,All,All,,All,16-24,Labour force age brackets,0.214,4601,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.227,2134,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.51,61,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.281,50,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.291,52,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.319,56,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.328,19,,,,Small sample size
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,0.347,27,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Male,Male/Female,16-24,Labour force age brackets,0.351,276,,,,
Unemployment in the labour force,2012,Year,All,All,Male,Male/Female,16-24,Labour force age brackets,0.241,2411,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.153,1944,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.304,49,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.185,46,,,,Small sample size
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.188,45,,,,Small sample size
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,0.359,57,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,26,,,,Suppressed
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Female,Male/Female,16-24,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Female,Male/Female,16-24,Labour force age brackets,0.249,246,,,,
Unemployment in the labour force,2012,Year,All,All,Female,Male/Female,16-24,Labour force age brackets,0.163,2191,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.056,15664,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.125,562,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.113,172,,,,
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.074,578,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.124,407,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.095,94,,,,
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.075,241,,,,
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,,All,25-49,Labour force age brackets,0.111,347,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,,All,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,,All,25-49,Labour force age brackets,0.103,2402,,,,
Unemployment in the labour force,2012,Year,All,All,,All,25-49,Labour force age brackets,0.062,18072,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.055,8288,,,,
Unemployment in the labour force,2012,Year,Black,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.131,281,,,,
Unemployment in the labour force,2012,Year,Mixed or multiple,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.059,79,,,,Small sample size
Unemployment in the labour force,2012,Year,Indian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.055,336,,,,
Unemployment in the labour force,2012,Year,Pakistani/Bangladeshi,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.095,283,,,,
Unemployment in the labour force,2012,Year,Chinese,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Other Asian,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.05,132,,,,Small sample size
Unemployment in the labour force,2012,Year,Other  ,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,0.093,210,,,,
Unemployment in the labour force,2012,Year,Unknown,ONS labour expanded Asian,Male,Male/Female,25-49,Labour force age brackets,* *,* *,,,,Suppressed
Unemployment in the labour force,2012,Year,Ethnic Minority,White and other,Male,Male/Female,25-49,Labour force age brackets,0.086,1364,,,,
Unemployment in the labour force,2012,Year,All,All,Male,Male/Female,25-49,Labour force age brackets,0.059,9654,,,,
Unemployment in the labour force,2012,Year,White,ONS labour expanded Asian,Female,Male/Female,25-49,Labour force age brackets,0.057,7376,,,,
